name_of_drug,use_case_for_drug,effectiveness_rating,number_of_times_prescribed,positive,negative,neutral,compound,base_score
Percocet,Pain,9,4,0.116,0.184,0.699,-0.4976,8.457255146738312
Elocon,Eczema,10,33,0.059,0.109,0.832,-0.3612,7.567549647369478
Seasonique,Birth Control,4,9,0.077,0.134,0.789,-0.6546,8.494569707089273
Harvoni,Hepatitis C,5,13,0.052,0.185,0.763,-0.97,4.049941991524834
Sodium oxybate,Narcolepsy,10,1,0.244,0.028,0.727,0.9883,6.80968357898411
Savella,ibromyalgia,5,16,0.066,0.164,0.771,-0.9386,7.346189385571479
Tri-Previfem,Acne,2,3,0.0,0.064,0.936,-0.7351,8.311305347103012
Januvia,"Diabetes, Type 2",1,32,0.018,0.279,0.704,-0.9835,3.5627046713585284
Vistaril,Anxiety,8,87,0.106,0.219,0.675,-0.9201,5.640073490106268
Phenergan,Nausea/Vomiting,10,30,0.157,0.093,0.75,0.8364,7.346453168347591
OxyContin,Pain,5,17,0.034,0.236,0.73,-0.9477,6.3419694680937875
Metronidazole,Bacterial Infection,10,18,0.143,0.174,0.683,-0.585,6.633970466631683
Saphris,Schizoaffective Disorde,10,30,0.119,0.025,0.856,0.9215,7.346453168347591
Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,2,0.017,0.044,0.939,-0.5446,7.171574816814388
Nexplanon,Birth Control,4,14,0.194,0.092,0.713,0.829,7.1410722648375895
Venlafaxine,Depression,9,2,0.142,0.111,0.747,0.2983,8.174543577159849
Gabapentin,Not Listed / Othe,9,3,0.082,0.016,0.903,0.8396,8.842186219376321
Mirena,Birth Control,10,2,0.144,0.08,0.776,0.9101,8.074493292790843
Prepopik,Bowel Preparation,1,2,0.118,0.147,0.735,-0.4898,6.1693738810759235
Cipro,Prostatitis,7,29,0.107,0.156,0.737,0.1016,6.320136179236356
Advair Diskus,"Asthma, Maintenance",10,48,0.065,0.0,0.935,0.3612,8.34304217326435
Sofosbuvir,Hepatitis C,10,16,0.082,0.016,0.902,0.8469,8.709532579215772
Milnacipran,ibromyalgia,10,93,0.077,0.12,0.803,-0.7284,7.124505574477924
Latuda,Bipolar Disorde,7,20,0.15,0.098,0.752,0.2572,4.102311679479668
Aripiprazole,Agitated State,10,11,0.141,0.125,0.734,0.34,7.544492890288928
Harvoni,Hepatitis C,10,34,0.183,0.012,0.805,0.9741,8.585381211066728
Famotidine / ibuprofen,Osteoarthritis,6,5,0.036,0.124,0.84,-0.9103,3.8971065845362207
Tramadol,Pain,1,11,0.0,0.091,0.909,-0.8264,5.433997586477339
Levonorgestrel,Emergency Contraception,10,14,0.117,0.154,0.729,-0.5624,7.369878171891573
Topiramate,Bipolar Disorde,10,67,0.162,0.14,0.699,0.6549,8.197418628238246
Invokana,"Diabetes, Type 2",10,33,0.149,0.163,0.688,0.1531,7.567549647369478
Ativan,Anxiety,10,22,0.235,0.063,0.702,0.8832,8.757200984608478
Rythmol SR,Atrial Fibrillation,10,59,0.073,0.116,0.811,-0.3256,8.496089979958727
Ethinyl estradiol / levonorgestrel,Birth Control,8,9,0.148,0.059,0.793,0.9019,7.828314657173991
NuvaRing,Birth Control,10,5,0.076,0.017,0.907,0.7992,7.170997223562014
Oxybutynin,Hyperhidrosis,9,21,0.0,0.0,1.0,0.0,8.332361850351921
Venlafaxine,Major Depressive Disorde,9,2,0.246,0.174,0.58,0.2484,8.174543577159849
Zolpidem,Insomnia,10,25,0.255,0.0,0.745,0.8637,6.1234614690910565
Astelin,Allergic Rhinitis,10,23,0.035,0.081,0.883,-0.5651,8.215482906027418
Sronyx,Birth Control,8,20,0.143,0.098,0.759,0.7441,5.918437868438534
Gardasil,Human Papillomavirus Prophylaxis,10,10,0.165,0.129,0.707,0.6545,8.574485878929147
Ethinyl estradiol / norethindrone,Birth Control,6,0,0.134,0.029,0.838,0.7184,0.899075571349414
Phentermine,Obesity,10,25,0.18,0.055,0.764,0.7808,6.1234614690910565
Belsomra,Insomnia,3,33,0.136,0.0,0.864,0.7906,7.8034917572852125
Escitalopram,Depression,7,14,0.0,0.0,1.0,0.0,4.717421631941732
Apri,Birth Control,3,4,0.033,0.092,0.875,-0.521,8.59389418591238
Hydromorphone,Chronic Pain,10,44,0.0,0.0,1.0,0.0,6.109558961391044
Alprazolam,Depression,10,32,0.036,0.156,0.808,-0.8815,6.370760113378997
Loestrin 24 Fe,Birth Control,5,4,0.067,0.07,0.863,-0.3506,6.916893730093862
Hydromorphone,Chronic Pain,2,2,0.0,0.268,0.732,-0.765,7.579306469455799
Aluminum chloride hexahydrate,Hyperhidrosis,9,0,0.041,0.077,0.882,-0.3531,6.227844379644332
Fluvoxamine,Anxiety and Stress,8,110,0.049,0.279,0.671,-0.9865,7.939249595229644
Amlodipine,High Blood Pressure,3,54,0.063,0.117,0.82,-0.8534,8.798316116433163
Phentermine,Weight Loss,10,34,0.065,0.0,0.935,0.539,8.585381211066728
Ambien,Insomnia,10,31,0.053,0.04,0.907,0.1779,6.245137350785216
Ethinyl estradiol / norethindrone,Birth Control,7,3,0.169,0.0,0.831,0.9417,6.691877439202008
Lo Loestrin Fe,Birth Control,1,6,0.152,0.224,0.624,-0.8352,3.1839555369340493
Isotretinoin,Acne,9,3,0.209,0.098,0.693,0.5478,8.842186219376321
Acetaminophen / aspirin / caffeine,Migraine,9,1,0.722,0.0,0.278,0.3818,6.920059185010526
Indomethacin,"Gout, Acute",10,54,0.048,0.295,0.657,-0.9185,8.563274491655593
Nitrofurantoin,Urinary Tract Infection,10,17,0.169,0.181,0.65,-0.34,7.900790082378434
Lexapro,Anxiety,1,16,0.053,0.242,0.705,-0.7579,7.003408356848098
Belviq,Weight Loss,10,219,0.172,0.095,0.733,0.7478,6.704425038832673
Ethinyl estradiol / levonorgestrel,Birth Control,10,19,0.15,0.075,0.775,0.8822,6.127475169414972
Chateal,Birth Control,4,1,0.077,0.092,0.831,-0.2914,6.545569929609518
L-methylfolate,Depression,10,75,0.151,0.129,0.72,0.3363,6.234082540410353
Xarelto,Deep Vein Thrombosis,1,1,0.038,0.161,0.801,-0.9691,4.319273404069607
Menthol,Pain,10,0,0.106,0.166,0.728,-0.8894,6.109306553878857
Oseltamivir,Influenza,1,17,0.041,0.06,0.899,-0.2023,5.933027117967472
Citalopram,Depression,8,30,0.052,0.285,0.663,-0.9901,6.330843099822558
Ethinyl estradiol / etonogestrel,Birth Control,10,5,0.105,0.062,0.833,0.5584,7.170997223562014
Fetzima,Major Depressive Disorde,10,40,0.063,0.165,0.771,-0.9297,8.37458833025563
Lortab,Pain,10,14,0.196,0.216,0.588,-0.128,7.369878171891573
Cozaar,High Blood Pressure,9,33,0.146,0.0,0.854,0.8442,7.671184512137573
Augmentin,Bronchitis,10,22,0.174,0.088,0.737,0.7019,8.757200984608478
Naproxen,Back Pain,8,11,0.129,0.109,0.761,0.1027,6.562115937095545
Paroxetine,Anxiety and Stress,1,21,0.073,0.059,0.868,0.128,6.382068816107202
Rosuvastatin,High Cholesterol,5,39,0.0,0.124,0.876,-0.872,5.413708677844019
Loratadine / pseudoephedrine,Nasal Congestion,3,9,0.111,0.094,0.795,0.6506,8.891926063786732
Tegretol,Peripheral Neuropathy,6,29,0.103,0.0,0.897,0.7152,5.9914294788278335
Avelox,Sinusitis,3,12,0.167,0.31,0.523,-0.4939,6.59900117125482
Diazepam,Endoscopy or Radiology Premedication,7,15,0.078,0.038,0.884,0.4171,6.338505519118186
Quetiapine,Bipolar Disorde,9,80,0.313,0.0,0.687,0.8898,7.795491134408954
Blisovi Fe 1 / 20,Birth Control,3,1,0.045,0.201,0.754,-0.8687,7.049146669046808
Diazepam,Anxiety,10,31,0.064,0.115,0.821,-0.431,6.245137350785216
Nexplanon,Birth Control,4,6,0.08,0.153,0.767,-0.8459,5.862150117482908
Catapres,Perimenopausal Symptoms,10,63,0.097,0.0,0.903,0.8353,6.131983539941591
Tramadol,ibromyalgia,7,47,0.108,0.092,0.8,0.1901,6.695376587352048
Claravis,Acne,5,8,0.153,0.142,0.705,0.5845,6.132623614626235
Cymbalta,Depression,3,10,0.089,0.116,0.795,-0.6855,8.809536634711788
Letrozole,Breast Cance,9,159,0.118,0.237,0.645,-0.5106,8.084861574283776
Cozaar,High Blood Pressure,10,128,0.136,0.053,0.812,0.5411,8.405037333586849
Levonorgestrel,Emergency Contraception,10,11,0.063,0.119,0.818,-0.5911,7.544492890288928
Cryselle,Birth Control,3,8,0.11,0.076,0.815,0.0015,7.9731161642796256
Tramadol,Back Pain,10,93,0.115,0.131,0.754,-0.1027,7.124505574477924
Copper,Birth Control,10,11,0.147,0.058,0.795,0.9481,7.544492890288928
Mirtazapine,Anxiety,8,27,0.251,0.192,0.557,0.1621,6.9973931884178375
Ziprasidone,Bipolar Disorde,9,18,0.041,0.207,0.752,-0.8777,6.746195481627737
Phentermine,Weight Loss,7,5,0.126,0.043,0.831,0.9044,4.395058287782974
Ethinyl estradiol / norgestimate,Birth Control,2,4,0.228,0.407,0.365,-0.7485,7.890498753651644
Melatonin,Insomnia,3,12,0.068,0.0,0.932,0.3716,6.59900117125482
Levonorgestrel,Abnormal Uterine Bleeding,10,0,0.137,0.068,0.795,0.8716,6.109306553878857
Trazodone,Insomnia,8,27,0.13,0.035,0.835,0.7096,6.9973931884178375
Acamprosate,Alcohol Dependence,10,102,0.16,0.094,0.746,0.8172,7.416669501489121
Mirtazapine,Insomnia,1,18,0.045,0.112,0.844,-0.466,4.027554327116556
Temazepam,Insomnia,9,32,0.062,0.053,0.885,-0.0258,6.485994130094867
Risperidone,Bipolar Disorde,1,6,0.0,0.0,1.0,0.0,3.1839555369340493
Topiramate,Obesity,6,33,0.036,0.209,0.755,-0.8758,4.5986864720965
Quetiapine,Insomnia,10,43,0.136,0.09,0.774,0.6908,6.788244820250587
Fluvoxamine,Obsessive Compulsive Disorde,9,3,0.29,0.134,0.576,0.9788,8.842186219376321
Zolpidem,Insomnia,9,54,0.111,0.124,0.765,0.3016,8.660429221586575
Phentermine,Weight Loss,10,62,0.117,0.248,0.635,-0.75,6.6143736161185185
Tioconazole,Vaginal Yeast Infection,10,4,0.181,0.057,0.762,0.9628,8.358950719271757
Pregabalin,Neuralgia,10,51,0.126,0.184,0.69,-0.7332,6.5114336812428935
Nexplanon,Birth Control,10,6,0.087,0.122,0.791,-0.786,6.1731344641759245
Zoloft,Depression,9,207,0.071,0.044,0.885,0.6506,6.32087137340158
Tizanidine,Muscle Spasm,6,70,0.144,0.356,0.5,-0.5859,2.8581021864864824
Fluocinolone / hydroquinone / tretinoin,Melasma,10,28,0.33,0.022,0.648,0.9812,8.7151200080925
Morphine,Chronic Pain,10,10,0.141,0.119,0.74,0.5506,8.574485878929147
Sumatriptan,Cluster Headaches,10,4,0.095,0.046,0.858,0.5267,8.358950719271757
Contrave,Obesity,9,24,0.093,0.14,0.767,-0.744,7.084225295181232
Carbamazepine,Bipolar Disorde,10,63,0.151,0.111,0.738,0.4523,6.131983539941591
Liraglutide,Obesity,8,10,0.031,0.133,0.835,-0.9226,7.736175873181428
Atarax,Anxiety,1,23,0.0,0.14,0.86,-0.7684,6.358347107570019
Contrave,Weight Loss,10,23,0.157,0.049,0.794,0.9467,8.215482906027418
Nexplanon,Birth Control,6,4,0.032,0.054,0.914,-0.484,5.831127652885081
Lamictal,Bipolar Disorde,10,44,0.138,0.032,0.829,0.7682,6.109558961391044
Emetrol,Nausea/Vomiting,1,11,0.0,0.216,0.784,-0.7717,5.433997586477339
Methylprednisolone,Rheumatoid Arthritis,9,40,0.18,0.04,0.78,0.9471,8.472801793248562
Canagliflozin,"Diabetes, Type 2",10,5,0.129,0.05,0.821,0.823,7.170997223562014
Ceftriaxone,Pneumonia,10,25,0.114,0.124,0.762,-0.2338,6.1234614690910565
Adapalene,Acne,10,27,0.082,0.068,0.85,-0.2023,7.921906947449914
Plan B One-Step,Emergency Contraception,8,9,0.151,0.143,0.706,0.2263,7.828314657173991
Hydrochlorothiazide / telmisartan,Not Listed / Othe,10,1,0.088,0.132,0.78,-0.1154,6.80968357898411
Amitriptyline,Migraine Prevention,10,64,0.113,0.075,0.812,0.4608,7.020941076931112
Relpax,Migraine,10,8,0.0,0.0,1.0,0.0,7.737592628105482
Atorvastatin,High Cholesterol,1,24,0.074,0.186,0.74,-0.5267,4.583896423265005
Etonogestrel,Birth Control,8,6,0.099,0.074,0.828,0.5594,4.903100820083972
Liraglutide,Obesity,10,46,0.117,0.049,0.834,0.8436,8.094008892062753
Hydrochlorothiazide / lisinopril,High Blood Pressure,4,6,0.078,0.239,0.683,-0.6361,5.862150117482908
Edarbyclor,High Blood Pressure,7,68,0.0,0.198,0.802,-0.6597,4.023425597024732
Fluoxetine,Depression,5,2,0.054,0.129,0.816,-0.4648,6.562017771753732
Fentanyl,Chronic Pain,9,34,0.067,0.123,0.81,-0.8382,8.682416473696875
Levonorgestrel,Birth Control,9,26,0.135,0.022,0.843,0.9311,6.765825685915322
Ethinyl estradiol / norethindrone,Birth Control,1,3,0.12,0.21,0.67,-0.6395,7.0500866311617765
Contrave,Obesity,8,3,0.202,0.071,0.727,0.9428,7.927925645495847
Synvisc,Osteoarthritis,8,16,0.077,0.195,0.727,-0.9726,7.887237930752728
Baclofen,Neuralgia,8,25,0.148,0.059,0.793,0.9306,4.839710405165771
Metoprolol Tartrate,High Blood Pressure,10,17,0.048,0.046,0.906,0.0258,7.900790082378434
Feldene,Pain,9,37,0.077,0.105,0.818,-0.3291,6.590175893363125
Dextroamphetamine,ADHD,9,23,0.265,0.077,0.658,0.9868,8.31464585548871
Tapentadol,Pain,10,21,0.094,0.064,0.842,0.1901,8.233307958262657
Lactobacillus acidophilus,Clostridial Infection,9,19,0.11,0.081,0.809,0.62,6.245772451546388
ParaGard,Birth Control,1,10,0.031,0.072,0.898,-0.4902,6.8294758571584
Wellbutrin SR,Depression,1,26,0.015,0.213,0.773,-0.9823,4.061158527302301
Quetiapine,Insomnia,9,16,0.051,0.145,0.805,-0.6096,8.805914067059051
Maxalt,Migraine,9,3,0.313,0.0,0.687,0.8074,8.842186219376321
Suboxone,Opiate Dependence,10,109,0.0,0.068,0.932,-0.4588,8.268224392354298
Topamax,Obesity,5,41,0.138,0.101,0.761,0.5667,7.386763103657137
Cephalexin,Skin or Soft Tissue Infection,8,7,0.577,0.0,0.423,0.6249,5.305232108701494
Prempro,Oophorectomy,3,19,0.027,0.089,0.884,-0.8305,6.373001676373018
Lexapro,Anxiety,2,9,0.241,0.0,0.759,0.2263,8.214575523882102
Entocort EC,"Crohn's Disease, Maintenance",10,30,0.071,0.183,0.746,-0.4588,7.346453168347591
Medroxyprogesterone,Birth Control,9,19,0.217,0.034,0.75,0.8991,6.245772451546388
Implanon,Birth Control,1,11,0.105,0.03,0.866,0.7003,5.433997586477339
Fetzima,Major Depressive Disorde,4,18,0.037,0.265,0.698,-0.9896,6.357724973600631
Belviq,Obesity,10,128,0.262,0.0,0.738,0.9274,8.405037333586849
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,6,0.165,0.153,0.681,-0.1997,6.1731344641759245
Flagyl,Diverticulitis,9,51,0.064,0.092,0.844,-0.6858,6.625022331454983
Varenicline,Smoking Cessation,10,15,0.122,0.103,0.775,0.5076,8.482883456649951
Sronyx,Birth Control,9,0,0.088,0.134,0.778,-0.3164,6.227844379644332
Levomilnacipran,Depression,10,4,0.089,0.162,0.749,-0.7018,8.358950719271757
Levonorgestrel,Emergency Contraception,10,2,0.063,0.079,0.858,-0.4824,8.074493292790843
Savella,ibromyalgia,6,21,0.077,0.0,0.923,0.611,5.64588547299384
Copper,Birth Control,10,23,0.127,0.041,0.833,0.8061,8.215482906027418
Propofol,Anesthesia,10,21,0.065,0.091,0.844,-0.4404,8.233307958262657
Icosapent,Hypertriglyceridemia,10,27,0.0,0.177,0.823,-0.6051,7.921906947449914
Desvenlafaxine,Depression,8,14,0.156,0.036,0.808,0.8061,6.3583124972520615
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,9,10,0.179,0.067,0.753,0.9457,8.671579904027597
Ethinyl estradiol / levonorgestrel,Birth Control,6,12,0.032,0.201,0.767,-0.9446,1.9856152995334035
Buprenorphine / naloxone,Opiate Dependence,7,19,0.032,0.103,0.865,-0.907,2.284806917346544
Ethinyl estradiol / norethindrone,Acne,5,3,0.081,0.026,0.893,0.5837,7.390379335933776
Topiramate,Trigeminal Neuralgia,10,6,0.173,0.068,0.759,0.6597,6.1731344641759245
Escitalopram,Obsessive Compulsive Disorde,9,7,0.201,0.153,0.646,0.7672,6.607445106972985
Cetirizine,Allergic Rhinitis,8,8,0.098,0.157,0.745,-0.7712,6.785657415594868
Pantoprazole,GERD,6,37,0.205,0.0,0.795,0.7351,2.348871701152396
Escitalopram,Depression,2,22,0.107,0.168,0.725,-0.7589,8.323452146415569
Warfarin,"Pulmonary Embolism, Recurrent Event",8,18,0.042,0.072,0.886,-0.2144,5.47795598012679
Metoclopramide,Migraine,10,16,0.03,0.064,0.907,-0.5374,8.709532579215772
Vortioxetine,Major Depressive Disorde,2,1,0.013,0.105,0.882,-0.9171,6.169162419744095
BuSpar,Anxiety,2,11,0.034,0.211,0.754,-0.7964,6.9943433157606885
Asenapine,Schizophrenia,9,39,0.243,0.09,0.666,0.9776,7.301039252524406
Lithium,Bipolar Disorde,9,87,0.095,0.078,0.827,0.3197,6.877805029616297
Leflunomide,Rheumatoid Arthritis,9,97,0.092,0.228,0.681,-0.7003,8.769289910733812
Ethinyl estradiol / norethindrone,Birth Control,7,2,0.108,0.056,0.836,0.696,5.771316867725653
Invokana,"Diabetes, Type 2",10,48,0.276,0.056,0.669,0.9857,8.34304217326435
Cardizem,High Blood Pressure,9,84,0.0,0.1,0.9,-0.6994,8.488076218137763
Phentermine / topiramate,Obesity,10,48,0.104,0.052,0.844,0.8573,8.34304217326435
Exenatide,"Diabetes, Type 2",8,21,0.05,0.123,0.828,-0.6956,7.3518843048542895
Adderall,Narcolepsy,10,34,0.223,0.079,0.697,0.6753,8.585381211066728
Adapalene / benzoyl peroxide,Acne,8,8,0.038,0.112,0.85,-0.8656,6.785657415594868
Mirabegron,Overactive Bladde,1,2,0.189,0.076,0.735,0.5698,6.1693738810759235
Valacyclovir,Cold Sores,10,0,0.04,0.158,0.802,-0.9524,6.109306553878857
Humira,Psoriatic Arthritis,2,26,0.0,0.243,0.757,-0.8283,5.991446166933935
Soma,Muscle Spasm,8,32,0.0,0.0,1.0,0.0,5.152374112686672
Depo-Provera,Abnormal Uterine Bleeding,1,5,0.065,0.079,0.857,-0.4495,4.884977122534999
Dofetilide,Arrhythmia,1,5,0.03,0.0,0.97,0.5707,4.884977122534999
Tramadol,Pain,1,1,0.096,0.121,0.783,-0.6884,4.319273404069607
Bactrim,Prostatitis,1,4,0.0,0.0,1.0,0.0,6.548256302136768
Lubiprostone,"Constipation, Chronic",10,15,0.185,0.0,0.815,0.4912,8.482883456649951
Valtrex,Cold Sores,10,31,0.119,0.028,0.853,0.9128,6.245137350785216
Benadryl Allergy,Insomnia,5,15,0.055,0.12,0.825,-0.4565,7.069598344199332
Augmentin,Otitis Media,4,2,0.112,0.094,0.794,0.128,7.884224520147357
Tri-Sprintec,Abnormal Uterine Bleeding,9,10,0.164,0.058,0.778,0.9587,8.671579904027597
Miconazole,Vaginal Yeast Infection,1,3,0.059,0.082,0.859,-0.3618,7.0500866311617765
Acamprosate,Alcohol Dependence,9,37,0.03,0.052,0.918,-0.2374,6.590175893363125
Zolpidem,Insomnia,3,0,0.0,0.072,0.928,-0.7869,6.35504055965443
Diclofenac,Pain,9,50,0.168,0.131,0.702,0.5984,6.283283709335311
Buprenorphine / naloxone,Opiate Dependence,9,14,0.17,0.08,0.75,0.9313,7.475096634526175
Implanon,Birth Control,1,13,0.046,0.105,0.849,-0.7574,3.3477247532480425
Microgestin 1 / 20,Birth Control,10,3,0.1,0.097,0.803,0.024,8.745991303284766
Lo Loestrin Fe,Birth Control,9,18,0.056,0.189,0.755,-0.9533,6.746195481627737
Mirena,Abnormal Uterine Bleeding,10,22,0.071,0.087,0.842,-0.2144,8.757200984608478
Levonorgestrel,Birth Control,5,0,0.151,0.071,0.778,0.908,3.8128660300863055
Depo-Provera,Birth Control,10,10,0.069,0.066,0.865,-0.2031,8.574485878929147
Galantamine,Alzheimer's Disease,10,19,0.0,0.203,0.797,-0.7269,6.127475169414972
Milnacipran,ibromyalgia,10,16,0.0,0.0,1.0,0.0,8.709532579215772
Seasonique,7</span> users found this comment helpful.,9,7,0.108,0.121,0.771,-0.3105,6.607445106972985
Lyrica,ibromyalgia,6,18,0.229,0.226,0.545,0.1097,2.7616707182577938
Implanon,Birth Control,10,4,0.134,0.092,0.774,0.7308,8.358950719271757
Ethinyl estradiol / norgestimate,Birth Control,1,7,0.245,0.168,0.587,0.1134,3.7845039965740233
Trulicity,"Diabetes, Type 2",1,18,0.05,0.27,0.68,-0.9775,4.027554327116556
Ethinyl estradiol / norethindrone,Birth Control,1,8,0.11,0.0,0.89,0.3818,5.707023638890452
Venlafaxine,Major Depressive Disorde,9,22,0.11,0.202,0.688,-0.9171,8.853339021798474
Viibryd,Depression,9,366,0.11,0.055,0.835,0.8276,7.659793341279367
Naproxen,Osteoarthritis,7,27,0.276,0.14,0.584,0.2732,5.5523649377922775
Hydroxyzine,Anxiety,1,9,0.02,0.13,0.849,-0.9349,6.935684111767527
Tramadol,Pain,10,317,0.25,0.162,0.588,0.8289,8.70662029367726
Eluxadoline,Irritable Bowel Syndrome,9,16,0.107,0.1,0.793,0.2263,8.805914067059051
Liraglutide,Weight Loss,8,59,0.278,0.049,0.673,0.946,7.64822023257299
Paroxetine,Depression,10,62,0.055,0.16,0.785,-0.7717,6.6143736161185185
Contrave,Obesity,10,43,0.171,0.047,0.782,0.9736,6.788244820250587
Avelox,Sinusitis,9,7,0.036,0.126,0.838,-0.9222,6.607445106972985
Wellbutrin,Major Depressive Disorde,1,8,0.099,0.066,0.835,0.128,5.707023638890452
Nexplanon,Birth Control,3,4,0.058,0.069,0.873,-0.296,8.59389418591238
Claravis,Acne,10,38,0.154,0.0,0.846,0.8705,6.181254371017418
Citalopram,Depression,8,1,0.082,0.132,0.786,-0.5553,5.691791949528471
Apri,Birth Control,10,14,0.092,0.0,0.908,0.7424,7.369878171891573
Alesse,Birth Control,10,2,0.111,0.108,0.781,0.1171,8.074493292790843
Indomethacin,"Gout, Acute",10,58,0.139,0.102,0.759,0.4323,7.393285995684158
Cyclobenzaprine,Muscle Spasm,10,36,0.208,0.0,0.792,0.5697,7.715255946986692
Levofloxacin,Bladder Infection,1,3,0.069,0.201,0.73,-0.9369,7.0500866311617765
Stendra,Erectile Dysfunction,10,48,0.195,0.0,0.805,0.8983,8.34304217326435
Norethindrone,Birth Control,2,6,0.06,0.08,0.86,0.1154,5.435788645482299
Cefuroxime,Sinusitis,2,17,0.0,0.129,0.871,-0.7003,7.38837848750209
Clonazepam,Anxiety,8,40,0.0,0.301,0.699,-0.5574,7.511502103994039
Campral,Alcohol Dependence,10,62,0.16,0.152,0.688,0.6058,6.6143736161185185
Mirena,Abnormal Uterine Bleeding,5,15,0.156,0.11,0.734,0.6808,7.069598344199332
TriNessa,Acne,5,3,0.063,0.0,0.937,0.5984,7.390379335933776
Glucosamine,ibromyalgia,10,39,0.076,0.141,0.783,-0.8151,7.19431641656822
Levonorgestrel,Birth Control,9,19,0.161,0.156,0.683,0.0541,6.245772451546388
Zithromax,Chlamydia Infection,10,8,0.051,0.096,0.853,-0.755,7.737592628105482
Medroxyprogesterone,Birth Control,2,4,0.119,0.166,0.715,-0.8462,7.890498753651644
Sronyx,Birth Control,4,16,0.096,0.124,0.78,-0.3261,8.5497030184141
Escitalopram,Anxiety,10,101,0.155,0.049,0.796,0.9582,6.280866122628435
Ethinyl estradiol / norelgestromin,Birth Control,2,0,0.093,0.11,0.797,-0.406,5.361011644211109
Nicotine,Smoking Cessation,10,6,0.14,0.019,0.842,0.885,6.1731344641759245
Lexapro,Anxiety,10,71,0.097,0.252,0.651,-0.9799,7.9428542383804865
Bactrim,Bronchitis,9,59,0.153,0.184,0.663,-0.4937,8.59361359002137
Ethinyl estradiol / levonorgestrel,Birth Control,6,46,0.024,0.15,0.826,-0.9162,5.436593835050316
Fluoxetine,Panic Disorde,7,29,0.157,0.174,0.669,-0.2023,6.320136179236356
Lo Loestrin Fe,Birth Control,1,8,0.081,0.18,0.739,-0.9568,5.707023638890452
Dulcolax,Constipation,5,11,0.017,0.125,0.858,-0.9438,5.881281274400637
Ethinyl estradiol / norelgestromin,Birth Control,4,1,0.052,0.195,0.752,-0.9474,6.545569929609518
Lamotrigine,Bipolar Disorde,9,149,0.101,0.096,0.803,0.3481,7.938128121611816
Ethinyl estradiol / norelgestromin,Birth Control,5,10,0.08,0.093,0.827,-0.1037,7.181786620054445
Cosentyx,Plaque Psoriasis,10,11,0.206,0.021,0.773,0.9614,7.544492890288928
Clonazepam,Panic Disorde,10,75,0.08,0.233,0.687,-0.9269,6.234082540410353
Amitriptyline,Pain,10,69,0.022,0.222,0.756,-0.9555,6.119944671202277
Claravis,Acne,7,9,0.069,0.28,0.651,-0.9878,6.573012972205689
Nexplanon,Birth Control,3,5,0.041,0.197,0.762,-0.9655,7.408418703059745
Liraglutide,"Diabetes, Type 2",8,39,0.033,0.087,0.879,-0.8338,6.151649351938175
Harvoni,Hepatitis C,8,66,0.405,0.151,0.444,0.8344,7.9400349751344015
